idChi,Ten_KH,Ten_TV,Mo_ta,idHo
999,Garrettia,,,80
1000,Garuga,,,268
1001,Gastrochilus,,,244
1002,Gastrodia,,,322
1003,Gaultheria,,,53
1004,Gautheria,,,222
1005,Geissaspis,,,222
1006,Gelsemium,,,208
1007,Genianthus,,,208
1008,Gentiana,,,129
1009,Geodorum,,,177
1010,Geophila,,,28
1011,Geostachys,,,134
1012,Geranium,,,222
1013,Gerbera,,,268
1014,Germainia,,,345
1015,Gigantochloa,,,135
1016,Ginalloa,,,32
1017,Ginkgonia,Bạch quả,,244
1018,Girardinia,,,244
1019,Gironniera,,,324
1020,Gladiolus,,,137
1021,Glaphyropteridopsis,,,320
1022,Glechoma,,,319
1023,Gleditsia,,,159
1024,Glehnia,,,308
1025,Gleichenia,,,165
1026,Glenniea,,,57
1027,Glinus,,,19
1028,Gliricidia,,,138
1029,Globba,,,276
1030,Glochidion,,,197
1031,Gloriosa,Ngoắt nghoẻo,,129
1032,Glossocarya,,,345
1033,Glossochilopsis,,,128
1034,Glossogyne,,,191
1035,Glossostigma,,,322
1036,Gluta,,,222
1037,Glycine,,,32
1038,Glycosmis,,,284
1039,Glycyrrhiza,,,14
1040,Glyptopetalum,,,129
1041,Glyptostrobus,,,270
1042,Gmelina,,,129
1043,Gnaphalium,,,70
1044,Gnetum,,,303
1045,Godetia,,,322
1046,Gomphandra,,,32
1047,Gomphia,,,139
1048,Gomphocarpus,,,219
1049,Gomphogyne,,,157
1050,Gomphostemma,,,215
1051,Gomphrena,,,28
1052,Goniophlebium,,,92
1053,Goniothalamus,,,165
1054,Gonocaryum,,,12
1055,Gonophlebium,,,250
1056,Gonostegia,,,18
1057,Goodenia,,,157
1058,Goodyera,,,250
1059,Gordonia,,,320
1060,Gossypium,,,140
1061,Gouania,,,222
1062,Grammatophyllum,,,307
1063,Grammitis,,,185
1064,Grangea,,,264
1065,Grangera,,,222
1066,Graptophyllum,,,250
1067,Grevillea,,,32
1068,Grewia,,,32
1069,Grosourdya,,,1
1070,Grushvitzkia,,,256
1071,Guajacum,,,311
1072,Guazuma,,,222
1073,Guihaia,,,24
1074,Guioa,,,347
1075,Gustavia,,,296
1076,Gymananthera,,,26
1077,Gymmena,,,276
1078,Gymnema,,,168
1079,Gymnemopsis,,,28
1080,Gymnocladus,,,28
1081,Gymnogramitis,,,28
1082,Gymnopetalum,,,28
1083,Gymnopogon,,,57
1084,Gymnospetalum,,,101
1085,Gymnosporia,,,92
1086,Gymnostachyum,,,244
1087,Gymnostemma,,,92
1088,Gymnotheca,,,70
1089,Gynocardia,,,1
1090,Gynochtodes,,,92
1091,Gynostemma,,,279
1092,Gynotstemma,,,131
1093,Gynura,,,268
1094,Gyrocarpus,,,92
1095,Habenaria,,,92
1096,Hackelochloa,,,32
1097,Haemanthus,,,147
1098,Hainania,,,222
1099,Halodule,,,244
1100,Halophila,,,13
1101,Haloragis,,,311
1102,Hancockia,,,97
1103,Hanguana,Hàng vân,,152
1104,Hapaline,,,141
1105,Harmandia,,,222
1106,Harmandiella,,,143
1107,Harpullia,,,85
1108,Harrisonia,,,216
1109,Hartia,,,28
1110,Hayata,,"Hayata Aver.Thân thảo trên đất, bám đá hoặc bì sinh với lá mọc thẳng hoặc tăng hướng theo phía chồi. Thân rễ không lá, dày, rễ ngắn hoặc dài, bò, tại các nút đốt phát triển tốt hay ngắn có các rễ thô phủ đầy lông. Thân mang hoa mọc thẳng hoặc hướng lên, dày, mọng, đến 20 cm, với 2-6 lá ở gốc; ở phần trên có 2-4 lá mỏng sáng, rộng màu xanh lá cây đến hơi trắng, hình nêm, lá bắc nhọn khô; chồi nhẵn ở gốc, có nhiều lông ở trên. Lá cuộn lại, có cuống; phiến hình elip ngược, nhọn đến hình nêm, hẹp dần về gốc, cùng một màu xanh lá cây. Cán hoa ngắn hoặc dài, phủ lông măng, mang 1-10 hoa lỏng lẻo. Lá bắc hình tam giác nhọn, gập đôi, có mũi nhọn, lông thưa thớt ở gốc, nhẵn ở đỉnh. Buồng trứng thẳng, có lông tơ. Hoa hình chuông, 80-10 mm dài, cánh hoa chéo góc với bầu, lộn ngược, không cuống. Lá đài rời (không bao giờ dính), lông thưa thớt ở gốc, tất cả đều hướng song song với trục hoa. Lá đài lưng hình trứng, lõm, hình mũ, nhọn mũi, với đỉnh hơi mỏng. Lá đài bên thuôn dài, tù, hầu như không xiên. Cánh hoa nhẵn, rất lệch, hình bán thìa tròn cùng chụm về phía đỉnh tạo nên mũ trùm rộng ở với lá đài lưng. Gót chia thành gốc, giữa và đỉnh. Gốc hình thuyền, hợp sinh với cột ở phần gốc giữa cột; bên trong với máng thuyền có gai thịt hoặc không với bó như hải quỳ gai trên mỗi thành; phần ngoại biên rời hơi cong. Phần giữa có 2 thùy hợp thành ống ngắn lớn. Phần đỉnh thu hẹp về phía gốc, 2 thùy, các thùy trải rộng ở góc phải, hình chữ nhật hoặc gần vuông, có khía răng cưa không đều dọc theo mép. Cột xu hướng hình trứng lồi bên 2 đầu nhụy hình bán cầu có nốt bất định; phía trước có hai stelidia mọng đính trực tiếp và dính nhau ở đỉnh; tay cựa dính trực tiếp hình mũi mác lệch với gốc hẹp, mở rộng thành thìa phần đỉnh. Bao phấn lớn, có gai mọngt. 2 bao phấn, cắt và phần dính nhỏ. Quả khô viên nang.Chi bao gồm 3 loài được biết đến tại miền Nam Bhutan, Đài Loan và miền bắc Việt Nam",276
1111,Hedera,,,286
1112,Hedychium,,,307
1113,Hedyosmum,,,222
1114,Hedyotis,,,24
1115,Hegnera,,,345
1116,Helianthus,,,77
1117,Helichrysum,,,268
1118,Helicia,,,129
1119,Heliciopsis,,,32
1120,Heliconia,Mỏ kẹt,,32
1121,Helicteres,,,256
1122,Heliotropium,,,256
1123,Helixanthera,,,144
1124,Helminthostachys,,,296
1125,Helwingia,Hen vinh,,47
1126,Hemarthria,,,179
1127,Hemerocallis,Hoa hiên,,220
1128,Hemiboea,,,145
1129,Hemidesmus,Bán tràng,,244
1130,Hemigraphis,,,146
1131,Hemionitis,,,136
1132,Hemiphragma,,,28
1133,Hemipilia,,,1
1134,Hemiscolopia,,,5
1135,Hemisorghum,,,284
1136,Hemisteptia,,,222
1137,Hemsleya,,,131
1138,Heracleum,,,244
1139,Heritiera,,,32
1140,Herminium,,,92
1141,Hernandia,,,19
1142,Herpysma,,,296
1143,Hetaeria,,,222
1144,Heterogonium,,,147
1145,Heteropanax,,,222
1146,Heteropappus,,,222
1147,Heteropholis,,,114
1148,Heteropogon,,,24
1149,Heterosmilax,,,32
1150,Heterostemma,,,244
1151,Hevea,,,244
1152,Hewittia,,,288
1153,Hibiscus,,,28
1154,Hiepia,,"Hiepia corymbosa là một chi mới (thuộc họ Trúc đào - Apocynaceae, phân họ Thiên lý - Asclepiadoideae) phát hiện ở các tỉnh Quảng Bình và Quảng Trị miền Trung Việt Nam được mô tả và minh họa dưới đây. Những đặc điểm về hình thái của chi mới phát hiện được so sánh với các chi liên quan là Dischidia và Hoya. So với các chi này, chi mới khác biệt về đài cuốn ngoài, cụm hoa dạng bong dẹt, các thùy bao hoa không mỏng dẹt và trung đới dạng chỉ rất dài. ",128
1155,Hippeastrum,,,87
1156,Hippobroma,,,185
1157,Hippomane,,,20
1158,Hiptage,,,13
1159,Histiopteris,,,176
1160,Hodgsonia,,,128
1161,Holarrhena,,,184
1162,Holboellia,,,103
1163,Holcoglossum,,,92
1164,Holigarna,,,20
1165,Holoptelea,,,166
1166,Homalium,,,222
1167,Homalomena,,,14
1168,Homonoia,,,319
1169,Hopea,,,131
1170,Hordeum,,,85
1171,Hornstedtia,,,128
1172,Horsfieldia,,,112
1173,Houttuynia,,,244
1174,Hovenia,,,345
1175,Hoya,,,204
1176,Huernia,,,279
1177,Hugonia,Hiệp nữ,,264
1178,Humulopsis,,,28
1179,Humulus,,,28
1180,Hunteria,,,149
1181,Huodendron,,,61
1182,Huperzia,,,61
1183,Hupezia,,,20
1184,Hura,,,299
1185,Hybanthus,,,181
1186,Hydnocarpus,,,181
1187,Hydnophytum,Ổ kiến,,128
1188,Hydrangea,,,323
1189,Hydrilla,,,131
1190,Hydrobryum,,,268
1191,Hydrocera,,,151
1192,Hydrocharis,,,152
1193,Hydrocotyle,,,246
1194,Hydrolea,Thủy lệ,,36
1195,Hygrochilus,,,152
1196,Hygrophyla,,,19
1198,Hylocereus,,,222
1199,Hymenachne,,,1
1200,Hymenaea,,,244
1201,Hymenocallis,,,56
1202,Hymenocardia,,,244
1203,Hymenodictyon,,,57
1204,Hymenophyllum,,,13
1205,Hymenopyramis,,,128
1206,Hymenorchis,Lan phi tâm,,268
1207,Hymerocallis,Hoa hiên,,154
1208,Hyparrhenia,,,322
1209,Hypericum,Ban,"Chi Hypericum L. trên thế giới có khoảng 420 loài, phân bố ở hầu hết các vùng nhiệt đới ẩm, chỉ trừ vùng Bắc cực và sa mạc. Nhiều loài trong chi này đã được nghiên cứu để sản xuất ra các loại thuốc đặc hiệu, có hiệu quả chữa bệnh cao. Ngoài ra, một số loài có hoa màu vàng rực rỡ, cũng được trồng để làm cảnh.",222
1210,Hypochaeris,,,146
1211,Hypodematium,,,244
1212,Hypoestes,,,155
1213,Hypolepis,,,32
1214,Hypolytrum,,,326
1215,Hypoxis,,,1
1216,Hyptis,,,103
1217,Ichnanthus,,,98
1218,Ichnocarpus,,,156
1219,Ilex,,,165
1220,Illicium,,,244
1221,Illigera,,,20
1222,Impatiens,,,22
1223,Imperata,,,158
1224,Incarvillea,,,147
1225,Indigofera,,,36
1226,Indoroucheria,,,244
1227,Indosasa,,,42
1228,Indosinia,,,129
1229,Insia,,,149
1230,Inula,,,244
1231,Iodes,,,215
1232,Ionea,Đại bao,,57
1233,Iphigenia,Sơn từ cô,,32
1234,Ipomoea,,,157
1235,Ipoomoea,,,222
1236,Iresine,,,81
1237,Iris,,,87
1238,Irvingia,,,87
1239,Isachne,,,12
1240,Ischaemum,,,159
1241,Iseilema,,,160
1242,Isodon,,,244
1243,Isoglossa,,,244
1244,Itea,Y tọa,,244
1245,Itoa,,,165
1246,Ixeris,,,1
1247,Ixodonerium,,,161
1248,Ixonanthes,,,131
1249,Ixora,,,32
1250,Jacaranda,,,20
1251,Jacquemontia,,,162
1252,Jasminanthes,,"Jasminanthes Blume, Ann. Mus. Bot. Lugduno-Batavi. 1: 148. 1850.Jasminanthes Blume (Apocynaceae, Asclepiadoideae, Marsdenieae) is a small Old World genus of six species (Endress et al. 2014). Its type species, Jasminanthes suaveolens Blume, is from Java. However, the centre of diversity of Jasminanthes is mainland Asia, particularly China, where the remaining congeners are found (Gilbert et al. 1995, Li et al. 1995). Jasminanthes was considered to be a large-flowered Marsdenia R.Br. by Forster (1995).Lianas. Cymes extra-axillary, umbel-like, simple or dichotomous. Calyx deeply 5-parted, usually eglandular, segments erect and connate at base. Corolla salverform or urceolate; tube elongated, base broad, throat constricted or slightly dilated, interior with 5 pairs of longitudinal lines of hairs; lobes 5, twisted to right, usually longer than tube, acuminate in bud. Corona lobes usually conspicuous, adnate to back of stamens, erect, apex free, dorsally compressed, with board-shaped processes on back, minute or absent. Filaments connate into a short tube; anther appendages erect or inflexed on stigma head; pollinia 2 per pollinarium, erect. Stigma head conical or capitate. Follicles lanceolate or oblong-lanceolate, apex acuminate. Seeds comose.Jasminanthes was formerly included in Stephanotis, but the latter is endemic to Madagascar.",268
1253,Jasminum,,,42
1254,Jatropha,,,87
1255,Jucellus,,,28
1256,Juglans,,,217
1257,Juncellus,,,128
1258,Juncus,Bấc,,98
1259,Juniperus,,,163
1260,Justicia,,,98
1261,Kaayea,,,164
1262,Kadsura,,,93
1263,Kaempferia,,,1
1264,Kalanchoe,,,80
1265,Kalimeris,,,281
1266,Kandelia,,,345
1267,Karomia,,,90
1268,Kauea,,,32
1269,Kayea,,,265
1270,Keenania,,,322
1271,Kerriochloa,,,80
1272,Keteleeria,,,80
1273,Khaya,,,268
1274,Kibara,,,244
1275,Kibatalia,,,237
1276,Kigelia,,,193
1277,Kinabaluchloa,Tre lông,"Kinabaluchloa K.M.WongChi này đã được K.M.Wong phát hiện và mô tả lần đầu ở Malaixia vào năm 1993. Một loài của chi này đã được thu mẫu lần đầu ở Việt Nam là Tre lông Bidoup (Kinabaluchloa wrayi (Stapf) K.M.Wong) và tên Việt Nam của loài được đặt để nghi nhớ địa điểm tìm thấy ở Vườn quốc gia Bidoup – Núi Bà (Lâm Đồng).Kinabaluchloa K.M.Wong: Tre lông. K.M.Wong. Kew Bull. 48 (3) (1993) 523.Tre lông mọc cụm. Thân thẳng hay gần thẳng. Mo thân có phiến dạng dải hẹp, tai mo thấp và khó nhận thấy, ở đáy của mo có lông màu nâu tía và dài, khi mo rụng để lại vòng lớn ở đốt. Chồi ở đốt thường cứng; lá gốc của chồi đầu tiên có mép rời và có lông. Cành ở giữa thân thường dày, nhỏ và gần bằng nhau. Hoa phát triển ở đốt của cành mang lá. Cụm hoa giả. Bông giả 1-3 cm, phía đối diện bông giả có một lá bắc lớn dễ nhìn thấy, gồm 2-3 lá bắc không mang hoa, 2-3 lá bắc dạng bao chồi, một mày rỗng cao bằng mày ngoài, 1-2 hoa và một hoa bất thụ ở đỉnh; cuống hoa thuôn dài và có khớp rời ở phía dưới của mày ngoài; mày trong có 2 cánh thuyền (keel), ở đầu có dạng tròn, lõm hay vòm, không bao giờ chẻ đôi, mặt lưng có rãnh sâu; mày cực nhỏ 3 và thường xẻ thuỳ, mép có lông; chỉ nhị 6, rời, ở đỉnh có khía nhỏ; bầu hình trụ thon và thót dần ở đầu, có lông ở đầu; vòi nhuỵ 3, có lông, đầu nhuỵ xuất phát từ đỉnh của bầu.",198
1278,Kingidium,,,20
1279,Kinostemon,,,42
1280,Kleinhofia,,,244
1281,Knema,,,222
1282,Knoxia,,,165
1283,Kochia,,,296
1284,Koelreuteria,,,204
1285,Koilodepas,,,268
1286,Kopsia,,,76
1287,Korthalsella,,,276
1288,Korthalsia,,,128
1289,Kummerowia,,,20
1290,Kydia,,,324
1291,Kyllinga,,,26
1292,Lablab,,,129
1293,Lactuca,,,185
1294,Lagenaria,,,98
1295,Lagenifera,,,129
1296,Lagerstroemia,,,32
1297,Laggera,,,92
1298,Lamicia,,,32
1299,Landolphia,,,182
1300,Lannea,,,32
1301,Lansium,,,194
1302,Lantana,,,20
1303,Laportea,,,14
1304,Lasianthus,,,193
1305,Lasiococca,,,322
1306,Lathyrus,,,320
1307,Launaea,,,268
1308,Launea,,,128
1309,Laurus,,,129
1310,Lawsonia,,,32
1311,Lazia,,,32
1312,Lecanopteris,,,167
1313,Lecanorchis,,,182
1314,Lecanthus,,,85
1315,Leea,,,250
1316,Leersia,,,222
1317,Legazpia,,,320
1318,Lemmaphyllum,,,169
1319,Lemna,,,244
1320,Lemnaphyllum,,,284
1321,Lens,,,250
1322,Leonotis,,,170
1323,Leontopodium,,,170
1324,Leonurus,,,129
1325,Lepianthes,,,165
1326,Lepidagathis,,,32
1327,Lepidosperma,,,165
1328,Lepionurus,,,238
1329,Lepironia,,,1
1330,Lepisanthes,,,98
1331,Lepisorus,,,221
1332,Lepistemon,,,98
1333,Leptaspis,,,276
1334,Leptochilus,,,250
1335,Leptochloa,,,87
1336,Leptodermis,,,244
1337,Leptomischus,,,250
1338,Leptonychia,,,244
1339,Leptopus,,,268
1340,Leptostachya,,,268
1341,Lepturus,,,296
1342,Lespedeza,,,128
1343,Leucaena,,,1
1344,Leucas,,,244
1345,Leucomeris,,,129
1346,Leucopogon,,,196
1347,Leucosceptrum,,,165
1348,Leucostegia,,,32
1349,Leucothoe,,,119
1350,Licuala,,,165
1351,Ligularia,,,101
1352,Ligusticum,,,208
1353,Ligustrum,,,26
1354,Liguusticum,,,32
1355,Lilium,,,19
1356,Limnophila,,,217
1357,Limnophyton,,,19
1358,Limonia,,,172
1359,Limonium,,,284
1360,Lindenbergia,,,9
1361,Lindera,,,270
1362,Lindernia,,,243
1363,Lindsaea,,,284
1364,Lingnania,,,167
1365,Lingnaria,,,284
1366,Linociera,,,103
1367,Linostoma,,,244
1368,Linum,,,244
1369,Liparis,,,217
1370,Lipocarpha,,,310
1371,Liquidambar,,,211
1372,Liriodendron,Tulip gỗ,,222
1373,Liriope,,,98
1374,Listera,,,142
1375,Litchi,,,183
1376,Lithocarpus,,,86
1377,Litsea,,,222
1378,Livistona,,,276
1379,Lobelia,Lỗ bình,,130
1380,Lockia,Lộc,,167
1381,Loeseneriella,,,26
1382,Lomariopsis,,,176
1383,Lonchocarpus,,,222
1384,Lonicera,,,70
1385,Lophatherum,,,178
1386,Lophopetalum,,,129
1387,Lophopogon,,,64
1388,Lowia,Hùng lan,,244
1389,Loxogramme,,,70
1390,Loxostigma,,,244
1391,Ludisia,,,180
1392,Ludwigia,,,250
1393,Luffa,,,136
1394,Luisia,,,222
1395,Lumitzera,,,219
1396,Lunathyrium,,,92
1397,Luvunga,,,222
1398,Luzula,,,83
1399,Lychnis,,,326
1400,Lycianthes,,,270
1401,Lycium,,,164
1402,Lycopersicon,,,68
1403,Lycopodiella,,,289
1404,Lycopodium,Thạch tùng,"Thân thảo, nhiều năm, thân nằm ngang trên mặt đất, từ đó mọc lên thân thẳng đứng, phân nhánh đôi, cao đến vài chục cm. Thân được bao phủ bởi các lá nhỏ mọc xoắn ốc, có 1 gân giữa.Trung trụ hình mãng - gỗ và libe xếp từng mãng xem kẽ nhau. Thân không có ruột và không có tầng phát sinh nên không có cấu tạo thứ cấp.Túi bào tử hình thân nằm ở gốc lá bào tử, tập hợp thành bông nằm ở đầu các nhánh thẳng đứng của thân. Lá bào tử xếp thành từng lớp bao quanh trục bông.Bào tử giôïng nhau, hình khối 4 mặt. Nẩy mầm cho nguyên tản lưỡng tính, không có màu sống hoại sinh và có rễ nấm mới phát triển được. Mặt trên nguyên tản có nhiều túi tinh và có túi trứng. Tinh trùng có 2 roi.Sau khi thụ tinh hợp tử phát triển thành phôi, lúc đầu còn sống trên nguyên tản về sau phát triển thân, lá và rễ thật rồi thành cây trưởng thành sống độc lập.Trong chu trình sống của Thông đất có sự xen kẽ thế hệ với thế hệ bào tử (2n) chiếm ưu thế.Ở nước ta, chi Lycopodium có 9 loài, 2 loài",289
1405,Lycoris,,,289
1406,Lygisma,,,181
1407,Lygodium,,,181
1408,Lyonia,,,13
1409,Lysidice,,,28
1410,Lysimachia,,,282
1411,Lysionotus,,,208
1412,Macaranga,,,57
1413,Machaerina,,,255
1414,Machilus,,,136
1415,Maclura,,,128
1416,Maclurochloa,,,98
1417,Maclurochoa,,,167
1418,Maclurodenron,,,199
1419,Macrolene,,,244
1420,Macropanax,,,244
1421,Macroptilium,,,270
1422,Macrosolen,,,179
1423,Macrothelypteris,,,24
1424,Madhuca,,,129
1425,Maesa,,,179
1426,Magnolia,,,308
1427,Mahonia,,,277
1428,Malaisia,Mã lai,,205
1429,Malaxis,,,183
1430,Malleola,,,40
1431,Mallotus,,,199
1432,Malpighia,,,222
1433,Malvastrum,,,222
1434,Malvaviscus,,,128
1435,Mangifera,,,184
1436,Manglietia,,,185
1437,Manihot,,,185
1438,Manilkara,,,14
1439,Maoutia,,,183
1440,Mapania,,,128
1441,Mappia,,,277
1442,Mappianthus,,,320
1443,Maranta,,,98
1444,Margaritaria,,,157
1445,Maricus,,,157
1446,Mariscus,,,186
1447,Markhamia,,,128
1448,Marsdenia,,,98
1449,Marsilea,,,98
1450,Martynia,Giác hồ ma,,42
1451,Mastigion,,,28
1452,Mastixia,,,188
1453,Matricaria,,,189
1454,Mazus,,,222
1455,Mecopus,,,190
1456,Medicago,,,32
1457,Medinilla,,,284
1458,Meiogyne,,,129
1459,Meistera,,Meistera GisekeMeistera is an Asian genus of plants in the family Zingiberaceae. Species have been recorded from Tropical & Subtropical Asia to northern Queensland,129
1460,Melaleuca,,,192
1461,Melampodium,,,18
1462,Melanolepis,,,345
1463,Melanorrohea,Sơn tiên,,206
1464,Melastoma,,,32
1465,Melia,,,128
1466,Melicoccus,,,14
1467,Melientha,,,192
1468,Melilotus,,,193
1469,Melinis,,,276
1470,Meliosma,,,221
1471,Melissa,,,129
1472,Melocalamus,,,244
1473,Melochia,,,271
1474,Melodinus,,,165
1475,Melodorum,,,244
1476,Melororum,,,296
1477,Melothria,,,20
1478,Memecylon,,,18
1479,Mentha,,,18
1480,Mercurialis,,,92
1481,Merremia,,,192
1482,Merrillanthus,,,165
1483,Mesona,,,128
1484,Mesua,,,87
1485,Metathelipteris,,,28
1486,Metathelypteris,,,165
1487,Michelia,,,80
1488,Micorsorum,,,308
1489,Microcarpaea,,,308
1490,Microchloa,,,183
1491,Microcos,,,250
1492,Microdesmis,,,284
1493,Microglossa,,,244
1494,Microlepia,,,311
1495,Micromelum,,,128
1496,Micropera,,,32
1497,Microsaccus,,,103
1498,Microsorum,,,270
1499,Microstegium,,,222
1500,Microtoena,,,222
1501,Microtropis,,,250
1502,Midella,,,244
1503,Miguelia,,"Chi Miguelia Aver. là một chi nhỏ bao gồm 4 loài, chỉ xuất hiện ở Nam Trung Hoa, Việt Nam, Lào và Đông Bắc Thái Lan, bao gồm Miguelia annamica, M. somae, M. shenzhenica và loài mới M. crenta.Các loài trong chi này rất gần gũi với 1 chi lớn và có sự phân bô rộng là Vailla Mill., tuy nhiên chúng khác biệt bởi 1 cụm hoa rích rắc với cấu trúc lạ kỳ.",165
1504,Mikamia,,,70
1505,Miliusa,,,5
1506,Millettia,,,222
1507,Millingtonia,,,32
1508,Mimosa,,,18
1509,Mimulus,,,129
1510,Mimusops,,,42
1511,Mina,,,196
1512,Miquelia,,,284
1513,Mircodesmis,,,277
1514,Miscanthus,,,87
1515,Mischobulbum,,,157
1516,Mischocarpus,,,128
1517,Mitragyna,,,244
1518,Mitrasacme,,,222
1519,Mitrastemon,Địa nhãn,,276
1520,Mitrella,,,268
1521,Mitreola,,,177
1522,Mitrephora,,,261
1523,Mnesithea,,,18
1524,Mollugo,Bình cu,"Trên thế giới, chi Mollugo L. (thuộc họ Molluginaceae) có khoảng 35 loài, phân bố chủ yếu ở các vùng nhiệt đới và cận nhiệt đới; có thể lan rộng tới các vùng ôn đới ấm của châu Âu, Đông Á và Bắc Mỹ. Các loài thuộc chi này là những cây thảo sống một hay nhiều năm. Về hình thái, chi Mollugo L. có một số đặc điểm tương đối giống với chi Glinus L. (trong cùng họ) ở dạng cây, cấu tạo lá, cụm hoa, đặc biệt là hình dạng và kích thước của hạt. Hiện mới chỉ phát hiện một loài thuộc chi này có phân bố tại Việt Nam là cây Bình cu - Mollugo pentaphylla L..",177
1525,Momordica,Gấc,,18
1526,Monachosorum,,,244
1527,Mondapsis,,,197
1528,Monochoria,,,92
1529,Monomeria,,,5
1530,Monotropastrum,,,86
1531,Montanoa,,,251
1532,Morinda,,,222
1533,Moringa,Chùm ngây,,208
1534,Morus,,,32
1535,Mosla,,,268
1536,Mucuna,,,200
1537,Muehlenbeckia,,,199
1538,Muhlenbergia,,,165
1539,Mukia,,,129
1540,Muliusa,,,249
1541,Munronia,,,244
1542,Muntingia,,,92
1543,Murannia,,,18
1544,Murdannia,,,193
1545,Murraya,Nguyệt quế,,311
1546,Musa,,,84
1547,Mussaenda,,,84
1548,Mycetia,,,270
1549,Myopora,Bách sao,,201
1550,Myosotis,,,268
1551,Myosoton,,,268
1552,Myriactis,,,202
1553,Myrialepis,,,47
1554,Myrica,,,68
1555,Myrioneuron,,,32
1556,Myriophyllum,,,26
1557,Myriopteron,,,203
1558,Myristica,,,268
1559,Myrmechis,,,141
1560,Myrmecodia,Ổ kiến,,28
1561,Myrsine,,,204
1562,Mytilaria,,,222
1563,Myxopyrum,,,268
1564,Nageia,,,205
1565,Najas,,,142
1566,Nannoglottis,,,217
1567,Nanocnide,,,245
1568,Naravelia,,,207
1569,Narcissus,,,32
1570,Narenga,,,320
1571,Naringi,,,262
1572,Natsiatum,,,13
1573,Nauclea,,,244
1574,Neanotis,An tích,,270
1575,Nechamandra,,,157
1576,Neillia,,,268
1577,Nelsonia,,,268
1578,Nelumbora,Sen,,152
1579,Nenga,,,267
1580,Neoalsomitra,,,1
1581,Neocheiropteris,,,209
1582,Neocinnamomum,,,26
1583,Neodistemon,,,92
1584,Neogyna,,,250
1585,Neohauzean,,,167
1586,Neohouzeana,,,320
1587,Neohusnotia,,,222
1588,Neolamarkia,,,244
1589,Neolitsea,,,244
1590,Neomicrocalamus,,,244
1591,Neonauclea,,,268
1592,Nepenthes,,,167
1593,Nephelaphyllum,,,244
1594,Nephelium,,,268
1595,Nephrolepis,,,210
1596,Nephrosperma,,,222
1597,Nerium,,,276
1598,Nervilia,,,218
1599,Nesopteris,,"Nesopteris Copel.Cỏ nhỏ, mọc ở đất; thân rễ mập. Phiến lá chẻ lông chim nhiều lần.Chi gồm 4 loài, phân bố chủ yếu ở các đảo, từ Nhật Bản xuống qua vùng lãnh thổ Đài Loan, Philippin đến Xamoa.",26
1600,Neuracanthus,,,20
1601,Neuropeltis,,,222
1602,Neuropelts,,,154
1603,Neuwiedia,,,1
1604,Newgenus,,,87
1605,Newmania,,"Newmania N. S. Lý & Skornick,Chi và loài mới phát hiện ở Việt Nam,Các loài thuộc chi này có thân giả khá yếu, hoa màu trắng tía, mọc từ thân rễ ngang mặt đất.",87
1606,Neyraudia,,,222
1607,Nianhochloa,,"Nianhochloa H.N.Nguyen & V.T.TranChi mới Nianhochloa được phân biệt với chi Kinabaluchloa K.M.Wong và chi Bambusa subg. Lingnania Chia & Fung bởi các đặc điểm khác biệt về hình thái như: thân dạng trườn, đốt trục hoa ngắn. Những đặc trưng khác bao gồm một một cành phụ phân nhánh từ một chồi đơn ở đốt thân phát triển thành 3-4 cành nhỏ hơn và chúng đồng trưởng với lóng chính; lóng thân ngắn; phiến lá thẳng; phôi bao hoa thò ra và nhẵn.",70
1608,Nicotiana,,,345
1609,Niebuhria,,,244
1610,Nolina,Phong nữ,,244
1611,Nopalea,,,289
1612,Nosema,,,63
1613,Nothaphoebe,,,29
1614,Nothapodytes,,,56
1615,Notodontia,,,165
1616,Nouettea,,,167
1617,Nyctanthes,,,157
1618,Nymphaea,,,268
1619,Nymphoides,,,20
1620,Nypa,,,217
1621,Nyssa,Hà bá,,213
1622,Oberonia,Hùng lan,,195
1623,Ochna,,,26
1624,Ochrocarpos,,,214
1625,Ochroma,,,222
1626,Ochrosia,,,215
1627,Ocimum,,,80
1628,Odontadenia,,,45
1629,Odontochilus,,,20
1630,Oenanthe,,,165
1631,Oenothera,,,20
1632,Olax,,,222
1633,Oldenlandia,,,19
1634,Olea,,,219
1635,Oligoceras,,,216
1636,Oncosperma,,,268
1637,Onychium,,,217
1638,Operculina,,,128
1639,Ophiopogon,,,26
1640,Ophiorrhiza,,,5
1641,Ophiuru,,,87
1642,Ophiurus,,,86
1643,Ophrestia,,,268
1644,Opilia,,,244
1645,Oplismenus,,,244
1646,Opuntia,,,129
1647,Orchidantha,,,221
1648,Oreocharis,,,244
1649,Oreocnide,,,56
1650,Oreogrammitis,,,180
1651,Ormocarpum,,,136
1652,Ormosia,,,320
1653,Ornithoboea,,Chi Ornithoboea được mô tả lần đầu tiên bởi Parish (1883) và được Burtt xem xét lại lần cuối vào năm 1958. Chi này gồm có 10 loài và một trong số đó là loài Ornithoboea leptonema B.L.Burtt. đã được Burtt mô tả ở miền Bắc Việt Nam.,250
1654,Ornithochilus,,,129
1655,Oropetium,,,129
1656,Orophea,,,136
1657,Oroxylum,,,222
1658,Orthosiphon,,,244
1659,Oryza,,,18
1660,Osbeckia,,,42
1661,Osbornia,Bát nha,,165
1662,Osmanthus,,,244
1663,Osmelia,,,192
1664,Osmunda,,,206
1665,Ostodes,,,217
1666,Ostryopsis,,,131
1667,Osyricera,,,224
1668,Osyris,,,128
